Ten_xe,Nam_san_xuat,So_km,Xuat_xu,Kieu_dang,Hop_so,Dong_co,Mau_ngoai_that,Mau_noi_that,So_cho_ngoi,Dan_dong,Gia_ban_text,Gia_ban,Link
Nissan Navara EL Cao cấp,2022,"58,000 Km",Nhập khẩu,Bán tải / Pickup,Số tự động,Dầu 2.3 L,Nâu,Nâu,5 chỗ,RFD - Dẫn động cầu sau,535 Triệu,535000000,https://bonbanh.com/xe-nissan-navara-el-2.3-at-2wd-cao-cap-2022-6436717
Peugeot Allure,2020,0 Km,Lắp ráp trong nước,SUV,Số tự động,Xăng 1.6 L,Đen,Đen,7 chỗ,FWD - Dẫn động cầu trước,680 Triệu,680000000,https://bonbanh.com/xe-peugeot-5008-allure-1.6-at-2020-6309759
Toyota Prado VX,2021,"62,000 Km",Nhập khẩu,SUV,Số tự động,Xăng 2.7 L,Trắng,Kem,7 chỗ,4WD - Dẫn động 4 bánh,2 Tỷ 550 Triệu,2550000000,https://bonbanh.com/xe-toyota-prado-vx-2.7l-2021-6367137
Kia Sorento Signature,2023,"50,000 Km",Lắp ráp trong nước,SUV,Số tự động,Dầu 2.2 L,Trắng,Đen,7 chỗ,AWD - 4 bánh toàn thời gian,1 Tỷ 20 Triệu,1020000000,https://bonbanh.com/xe-kia-sorento-signature-2.2-at-awd-2023-6449908
Toyota Vios .5E,2017,"120,000 Km",Lắp ráp trong nước,Sedan,Số tay,Xăng 1.5 L,Kem,Cát,5 chỗ,FWD - Dẫn động cầu trước,245 Triệu,245000000,https://bonbanh.com/xe-toyota-vios-1.5e-2017-6148263
BMW X1 xDrive28i,2010,"140,000 Km",Nhập khẩu,SUV,Số tự động,Xăng 3.0 L,Trắng,Đen,5 chỗ,AWD - 4 bánh toàn thời gian,270 Triệu,270000000,https://bonbanh.com/xe-bmw-x1-xdrive28i-2010-5995024
Kia Cerato,2018,"50,000 Km",Lắp ráp trong nước,Sedan,Số tự động,Xăng 1.6 L,Hồng,Hồng,5 chỗ,FWD - Dẫn động cầu trước,405 Triệu,405000000,https://bonbanh.com/xe-kia-cerato-1.6-at-2018-6317387
Mazda Luxury,2020,"60,000 Km",Lắp ráp trong nước,Sedan,Số tự động,Xăng 1.5 L,Trắng,Đen,5 chỗ,FWD - Dẫn động cầu trước,468 Triệu,468000000,https://bonbanh.com/xe-mazda-3-1.5l-luxury-2020-6449278
LandRover Range Rover HSE,2016,"30,000 Km",Nhập khẩu,SUV,Số tự động,Xăng 3.0 L,Trắng,Kem,5 chỗ,AWD - 4 bánh toàn thời gian,2 Tỷ 800 Triệu,2800000000,https://bonbanh.com/xe-landrover-range_rover-hse-3.0-2016-6367340
Ford Everest Titanium Plus,2022,"51,193 Km",Nhập khẩu,SUV,Số tự động,Dầu 2.0 L,Trắng,Đen,7 chỗ,4WD - Dẫn động 4 bánh,1 Tỷ 285 Triệu,1285000000,https://bonbanh.com/xe-ford-everest-titanium-plus-2.0l-4x4-at-2022-6428744
Kia Carnival Signature .2D,2023,"35,000 Km",Lắp ráp trong nước,Van/Minivan,Số tự động,Dầu 2.2 L,Đen,Nâu,7 chỗ,FWD - Dẫn động cầu trước,1 Tỷ 268 Triệu,1268000000,https://bonbanh.com/xe-kia-carnival-signature-2.2d-2023-6485391
Mercedes Benz V class V250 Luxury,2021,"69,000 Km",Nhập khẩu,Van/Minivan,Số tự động,Xăng 2.0 L,Đen,Đen,7 chỗ,RFD - Dẫn động cầu sau,1 Tỷ 699 Triệu,1699000000,https://bonbanh.com/xe-mercedes_benz-v_class-v250-luxury-2021-6408514
Mitsubishi Outlander,2023,0 Km,Lắp ráp trong nước,SUV,Số tự động,Xăng 2.0 L,Trắng,Đen,7 chỗ,FWD - Dẫn động cầu trước,735 Triệu,735000000,https://bonbanh.com/xe-mitsubishi-outlander-2.0-cvt-2023-6293897
Kia Carnival Signature .2D,2024,"40,000 Km",Lắp ráp trong nước,Van/Minivan,Số tự động,Dầu 2.2 L,Trắng,Nâu,7 chỗ,FWD - Dẫn động cầu trước,1 Tỷ 390 Triệu,1390000000,https://bonbanh.com/xe-kia-carnival-signature-2.2d-2024-6409103
Hyundai SantaFe Cao cấp HTRAC,2022,"70,000 Km",Lắp ráp trong nước,SUV,Số tự động,Dầu 2.2 L,Đen,Nâu,7 chỗ,AWD - 4 bánh toàn thời gian,1 Tỷ 98 Triệu,1098000000,https://bonbanh.com/xe-hyundai-santafe-cao-cap-2.2l-htrac-2022-6244248
Volvo XC90 Inscription B6,2021,"40,000 Km",Nhập khẩu,SUV,Số tự động,Xăng 2.0 L,Đen,Nâu,7 chỗ,AWD - 4 bánh toàn thời gian,3 Tỷ 99 Triệu,3099000000,https://bonbanh.com/xe-volvo-xc90-inscription-b6-awd-2021-6237365
VinFast VF6 S,2024,0 Km,Lắp ráp trong nước,SUV,Số tự động,Điện 0.6 L,Xám,Nâu,5 chỗ,FWD - Dẫn động cầu trước,585 Triệu,585000000,https://bonbanh.com/xe-vinfast-vf6-s-2024-6366670
Toyota Corolla Cross .8G,2021,"60,000 Km",Nhập khẩu,SUV,Số tự động,Xăng 1.8 L,Nâu,Nâu,5 chỗ,FWD - Dẫn động cầu trước,625 Triệu,625000000,https://bonbanh.com/xe-toyota-corolla_cross-1.8g-2021-6472449
Mercedes Benz C class C300 AMG,2017,"42,000 Km",Lắp ráp trong nước,Sedan,Số tự động,Xăng 2.0 L,Đen,Ghi,5 chỗ,RFD - Dẫn động cầu sau,765 Triệu,765000000,https://bonbanh.com/xe-mercedes_benz-c_class-c300-amg-2017-6480048
Lexus RX,2018,"110,000 Km",Nhập khẩu,SUV,Số tự động,Xăng 2.0 L,Đen,Nâu,5 chỗ,AWD - 4 bánh toàn thời gian,2 Tỷ 99 Triệu,2099000000,https://bonbanh.com/xe-lexus-rx-300-2018-6375010
Mitsubishi Xpander Premium,2022,"55,066 Km",Nhập khẩu,SUV,Số tự động,Xăng 1.5 L,Trắng,Đen,7 chỗ,FWD - Dẫn động cầu trước,526 Triệu,526000000,https://bonbanh.com/xe-mitsubishi-xpander-premium-1.5-at-2022-6485625
Hyundai SantaFe Cao cấp HTRAC,2021,0 Km,Lắp ráp trong nước,SUV,Số tự động,Dầu 2.2 L,Trắng,Nâu,7 chỗ,AWD - 4 bánh toàn thời gian,1 Tỷ 35 Triệu,1035000000,https://bonbanh.com/xe-hyundai-santafe-cao-cap-2.2l-htrac-2021-6482320
BMW X4 xDrive20i M Sport,2020,0 Km,Nhập khẩu,SUV,Số tự động,Xăng 2.0 L,Trắng,Nâu,5 chỗ,AWD - 4 bánh toàn thời gian,1 Tỷ 780 Triệu,1780000000,https://bonbanh.com/xe-bmw-x4-xdrive20i-m-sport-2020-6259062
Lexus ES F Sport,2022,"10,000 Km",Nhập khẩu,Sedan,Số tự động,Xăng 2.5 L,Trắng,Đỏ,5 chỗ,FWD - Dẫn động cầu trước,2 Tỷ 300 Triệu,2300000000,https://bonbanh.com/xe-lexus-es-250-f-sport-2022-6369930
Mitsubishi Xpander,2022,"52,000 Km",Nhập khẩu,SUV,Số tự động,Xăng 1.5 L,Nâu,Nâu,7 chỗ,FWD - Dẫn động cầu trước,470 Triệu,470000000,https://bonbanh.com/xe-mitsubishi-xpander-1.5-at-2022-6404751
BMW Series 320i,2018,"70,000 Km",Nhập khẩu,Sedan,Số tự động,Xăng 2.0 L,Trắng,Kem,5 chỗ,RFD - Dẫn động cầu sau,768 Triệu,768000000,https://bonbanh.com/xe-bmw-3_series-320i-2018-6430416
Kia Sorento Signature,2022,"43,000 Km",Lắp ráp trong nước,SUV,Số tự động,Dầu 2.2 L,Đen,Đen,7 chỗ,AWD - 4 bánh toàn thời gian,970 Triệu,970000000,https://bonbanh.com/xe-kia-sorento-signature-2.2-at-awd-2022-6485624
Toyota Prado VX,2022,"72,000 Km",Nhập khẩu,SUV,Số tự động,Xăng 2.7 L,Đen,Kem,7 chỗ,4WD - Dẫn động 4 bánh,2 Tỷ 670 Triệu,2670000000,https://bonbanh.com/xe-toyota-prado-vx-2.7l-2022-6363702
Toyota Camry .5Q,2014,"100,100 Km",Lắp ráp trong nước,Sedan,Số tự động,Xăng 2.5 L,Vàng,Đen,5 chỗ,FWD - Dẫn động cầu trước,485 Triệu,485000000,https://bonbanh.com/xe-toyota-camry-2.5q-2014-6470708
Mitsubishi Outlander Premium,2022,"38,000 Km",Lắp ráp trong nước,SUV,Số tự động,Xăng 2.0 L,Đen,Đen,7 chỗ,FWD - Dẫn động cầu trước,729 Triệu,729000000,https://bonbanh.com/xe-mitsubishi-outlander-premium-2.0-cvt-2022-6468065
Hyundai Tucson Turbo,2019,"74,000 Km",Lắp ráp trong nước,Crossover,Số tự động,Xăng 1.6 L,Đỏ,Ghi,5 chỗ,FWD - Dẫn động cầu trước,635 Triệu,635000000,https://bonbanh.com/xe-hyundai-tucson-1.6-at-turbo-2019-6468283
Ford Ranger XLS,2020,"46,000 Km",Nhập khẩu,Bán tải / Pickup,Số tự động,Dầu 2.2 L,Xanh,Đen,5 chỗ,RFD - Dẫn động cầu sau,545 Triệu,545000000,https://bonbanh.com/xe-ford-ranger-xls-2.2l-4x2-at-2020-6462305
Mitsubishi Xpander,2019,"58,000 Km",Nhập khẩu,SUV,Số tự động,Xăng 1.5 L,Trắng,Kem,7 chỗ,FWD - Dẫn động cầu trước,460 Triệu,460000000,https://bonbanh.com/xe-mitsubishi-xpander-1.5-at-2019-6446011
Ford Everest Titanium,2023,"29,000 Km",Nhập khẩu,SUV,Số tự động,Dầu 2.0 L,Trắng,Đen,7 chỗ,RFD - Dẫn động cầu sau,1 Tỷ 260 Triệu,1260000000,https://bonbanh.com/xe-ford-everest-titanium-2.0l-4x2-at-2023-6443219
Hyundai SantaFe Cao cấp HTRAC,2022,"48,000 Km",Lắp ráp trong nước,SUV,Số tự động,Dầu 2.2 L,Đen,Nâu,7 chỗ,AWD - 4 bánh toàn thời gian,1 Tỷ 119 Triệu,1119000000,https://bonbanh.com/xe-hyundai-santafe-cao-cap-2.2l-htrac-2022-6334427
Toyota Fortuner .7V,2010,"160,000 Km",Lắp ráp trong nước,SUV,Số tự động,Xăng 2.7 L,Bạc,Ghi,7 chỗ,4WD - Dẫn động 4 bánh,335 Triệu,335000000,https://bonbanh.com/xe-toyota-fortuner-2.7v-4x4-at-2010-6482971
Hyundai Accent Cao cấp,2024,"10,000 Km",Lắp ráp trong nước,Sedan,Số tự động,Xăng 1.5 L,Trắng,Đen,5 chỗ,FWD - Dẫn động cầu trước,525 Triệu,525000000,https://bonbanh.com/xe-hyundai-accent-cao-cap-1.5-at-2024-6475818
Ford Everest Titanium,2022,"70,000 Km",Nhập khẩu,SUV,Số tự động,Dầu 2.0 L,Đen,Đen,7 chỗ,4WD - Dẫn động 4 bánh,998 Triệu,998000000,https://bonbanh.com/xe-ford-everest-titanium-2.0l-4x4-at-2022-6390411
Hyundai Accent Cao cấp,2024,"10,000 Km",Lắp ráp trong nước,Sedan,Số tự động,Xăng 1.5 L,Trắng,Đen,5 chỗ,FWD - Dẫn động cầu trước,525 Triệu,525000000,https://bonbanh.com/xe-hyundai-accent-cao-cap-1.5-at-2024-6475818
Ford Everest Titanium,2022,"70,000 Km",Nhập khẩu,SUV,Số tự động,Dầu 2.0 L,Đen,Đen,7 chỗ,4WD - Dẫn động 4 bánh,998 Triệu,998000000,https://bonbanh.com/xe-ford-everest-titanium-2.0l-4x4-at-2022-6390411
Mazda Luxury,2023,"50,000 Km",Lắp ráp trong nước,Sedan,Số tự động,Xăng 1.5 L,Trắng,Đen,5 chỗ,FWD - Dẫn động cầu trước,568 Triệu,568000000,https://bonbanh.com/xe-mazda-3-1.5l-luxury-2023-6444956
Toyota Yaris .5G,2019,"60,000 Km",Nhập khẩu,Hatchback,Số tự động,Xăng 1.5 L,Đen,Kem,5 chỗ,FWD - Dẫn động cầu trước,415 Triệu,415000000,https://bonbanh.com/xe-toyota-yaris-1.5g-2019-6314434
Kia Sorento Signature,2022,"43,000 Km",Lắp ráp trong nước,SUV,Số tự động,Dầu 2.2 L,Đỏ,Đen,7 chỗ,AWD - 4 bánh toàn thời gian,979 Triệu,979000000,https://bonbanh.com/xe-kia-sorento-signature-2.2-at-awd-2022-6450053
Kia Seltos Premium,2022,"54,000 Km",Lắp ráp trong nước,Crossover,Số tự động,Xăng 1.6 L,Đen,Kem,5 chỗ,FWD - Dẫn động cầu trước,610 Triệu,610000000,https://bonbanh.com/xe-kia-seltos-premium-1.6-at-2022-6286508
Porsche Boxster,2020,"29,000 Km",Nhập khẩu,Convertible/Cabriolet,Số tự động,Xăng 2.0 L,Cam,Cam,2 chỗ,RFD - Dẫn động cầu sau,3 Tỷ 700 Triệu,3700000000,https://bonbanh.com/xe-porsche-718-boxster-2.0-at-2020-6439193
Toyota Corolla altis .8G,2008,0 Km,Lắp ráp trong nước,Sedan,Số tay,Xăng 1.8 L,Đen,Kem,5 chỗ,FWD - Dẫn động cầu trước,188 Triệu,188000000,https://bonbanh.com/xe-toyota-corolla_altis-1.8g-mt-2008-6451026
VinFast Lux SA Premium,2021,"50,000 Km",Lắp ráp trong nước,SUV,Số tự động,Xăng 2.0 L,Đỏ,Nâu,7 chỗ,AWD - 4 bánh toàn thời gian,689 Triệu,689000000,https://bonbanh.com/xe-vinfast-lux_sa_2.0-premium-2.0-at-2021-6356634
Mercedes Benz Maybach S450 4Matic,2020,"50,000 Km",Nhập khẩu,Sedan,Số tự động,Xăng 3.0 L,Trắng,Kem,5 chỗ,AWD - 4 bánh toàn thời gian,4 Tỷ 349 Triệu,4349000000,https://bonbanh.com/xe-mercedes_benz-maybach-s450-4matic-2020-5827499
Hyundai Tucson Đặc biệt,2024,"12,000 Km",Lắp ráp trong nước,Crossover,Số tự động,Xăng 2.0 L,Trắng,Đen,5 chỗ,FWD - Dẫn động cầu trước,845 Triệu,845000000,https://bonbanh.com/xe-hyundai-tucson-2.0-at-dac-biet-2024-6481892
Hyundai Tucson Tiêu chuẩn,2021,"47,000 Km",Lắp ráp trong nước,Crossover,Số tự động,Xăng 2.0 L,Đỏ,Kem,5 chỗ,FWD - Dẫn động cầu trước,635 Triệu,635000000,https://bonbanh.com/xe-hyundai-tucson-2.0-at-tieu-chuan-2021-6482648
Ford Everest Titanium Plus,2023,"37,000 Km",Nhập khẩu,SUV,Số tự động,Dầu 2.0 L,Đen,Đen,7 chỗ,4WD - Dẫn động 4 bánh,1 Tỷ 369 Triệu,1369000000,https://bonbanh.com/xe-ford-everest-titanium-plus-2.0l-4x4-at-2023-6457670
Ford Everest Titanium,2020,"65,000 Km",Nhập khẩu,SUV,Số tự động,Dầu 2.0 L,Đỏ,Đen,7 chỗ,RFD - Dẫn động cầu sau,845 Triệu,845000000,https://bonbanh.com/xe-ford-everest-titanium-2.0l-4x2-at-2020-6333113
Hyundai Tucson Turbo HTRAC Đặc biệt,2022,"38,000 Km",Lắp ráp trong nước,Crossover,Số tự động,Xăng 1.6 L,Trắng,Nâu,5 chỗ,AWD - 4 bánh toàn thời gian,848 Triệu,848000000,https://bonbanh.com/xe-hyundai-tucson-1.6-at-turbo-htrac-dac-biet-2022-6471468
Ford Everest Titanium Plus,2024,"9,000 Km",Nhập khẩu,SUV,Số tự động,Dầu 2.0 L,Đen,Đen,7 chỗ,4WD - Dẫn động 4 bánh,1 Tỷ 415 Triệu,1415000000,https://bonbanh.com/xe-ford-everest-titanium-plus-2.0l-4x4-at-2024-6440639
Hyundai Tucson Đặc biệt,2024,"20,000 Km",Lắp ráp trong nước,Crossover,Số tự động,Xăng 2.0 L,Đen,Đen,5 chỗ,FWD - Dẫn động cầu trước,815 Triệu,815000000,https://bonbanh.com/xe-hyundai-tucson-2.0-at-dac-biet-2024-6463856
Hyundai SantaFe Cao cấp HTRAC,2022,"62,000 Km",Lắp ráp trong nước,SUV,Số tự động,Dầu 2.2 L,Trắng,Nâu,7 chỗ,AWD - 4 bánh toàn thời gian,1 Tỷ 135 Triệu,1135000000,https://bonbanh.com/xe-hyundai-santafe-cao-cap-2.2l-htrac-2022-6429275
Hyundai Accent ATH,2019,"75,000 Km",Lắp ráp trong nước,Sedan,Số tự động,Xăng 1.4 L,Đen,Nhiều màu,5 chỗ,FWD - Dẫn động cầu trước,385 Triệu,385000000,https://bonbanh.com/xe-hyundai-accent-1.4-ath-2019-6484781
Ford Everest Titanium,2020,"52,000 Km",Nhập khẩu,SUV,Số tự động,Dầu 2.0 L,Trắng,Đen,7 chỗ,RFD - Dẫn động cầu sau,855 Triệu,855000000,https://bonbanh.com/xe-ford-everest-titanium-2.0l-4x2-at-2020-6482233
Ford Everest Titanium,2023,"54,000 Km",Nhập khẩu,SUV,Số tự động,Dầu 2.0 L,Trắng,Đen,7 chỗ,RFD - Dẫn động cầu sau,1 Tỷ 188 Triệu,1188000000,https://bonbanh.com/xe-ford-everest-titanium-2.0l-4x2-at-2023-6441799
Kia Carnival Signature .2D,2023,"40,000 Km",Lắp ráp trong nước,Van/Minivan,Số tự động,Dầu 2.2 L,Trắng,Nâu,7 chỗ,FWD - Dẫn động cầu trước,1 Tỷ 310 Triệu,1310000000,https://bonbanh.com/xe-kia-carnival-signature-2.2d-2023-6408487
Hyundai Tucson Đặc biệt,2021,"48,000 Km",Lắp ráp trong nước,Crossover,Số tự động,Xăng 2.0 L,Đen,Kem,5 chỗ,FWD - Dẫn động cầu trước,686 Triệu,686000000,https://bonbanh.com/xe-hyundai-tucson-2.0-at-dac-biet-2021-6348050
Hyundai SantaFe Cao cấp HTRAC,2022,"53,000 Km",Lắp ráp trong nước,SUV,Số tự động,Xăng 2.5 L,Đen,Nâu,7 chỗ,AWD - 4 bánh toàn thời gian,1 Tỷ 50 Triệu,1050000000,https://bonbanh.com/xe-hyundai-santafe-cao-cap-2.5l-htrac-2022-6393995
Kia Sportage Premium .0G,2024,"2,600 Km",Lắp ráp trong nước,Crossover,Số tự động,Xăng 2.0 L,Trắng,Đen,5 chỗ,FWD - Dẫn động cầu trước,815 Triệu,815000000,https://bonbanh.com/xe-kia-sportage-premium-2.0g-2024-6388618
Suzuki XL7,2022,"25,000 Km",Nhập khẩu,SUV,Số tự động,Xăng 1.5 L,Đỏ,Đen,7 chỗ,FWD - Dẫn động cầu trước,475 Triệu,475000000,https://bonbanh.com/xe-suzuki-xl7-1.5-at-2022-6469083
Mitsubishi Outlander,2022,"53,000 Km",Lắp ráp trong nước,SUV,Số tự động,Xăng 2.0 L,Trắng,Đen,7 chỗ,FWD - Dẫn động cầu trước,660 Triệu,660000000,https://bonbanh.com/xe-mitsubishi-outlander-2.0-cvt-2022-6115055
VinFast Lux A Plus,2020,"16,000 Km",Lắp ráp trong nước,Sedan,Số tự động,Xăng 2.0 L,Nâu,Nâu,5 chỗ,RFD - Dẫn động cầu sau,535 Triệu,535000000,https://bonbanh.com/xe-vinfast-lux_a_2.0-plus-2.0-at-2020-6443579
Ford Ranger Raptor,2020,"76,000 Km",Nhập khẩu,Bán tải / Pickup,Số tự động,Dầu 2.0 L,Đen,Đen,5 chỗ,4WD - Dẫn động 4 bánh,885 Triệu,885000000,https://bonbanh.com/xe-ford-ranger-raptor-2.0l-4x4-at-2020-6485062
Hyundai SantaFe Premium HTRAC,2019,"90,000 Km",Lắp ráp trong nước,SUV,Số tự động,Xăng 2.4 L,Bạc,Nâu,7 chỗ,AWD - 4 bánh toàn thời gian,740 Triệu,740000000,https://bonbanh.com/xe-hyundai-santafe-premium-2.4l-htrac-2019-6452936
Hyundai SantaFe Calligraphy Turbo HTRAC,2024,"10,000 Km",Lắp ráp trong nước,SUV,Số tự động,Xăng 2.5 L,Trắng,Đen,6 chỗ,AWD - 4 bánh toàn thời gian,1 Tỷ 199 Triệu,1199000000,https://bonbanh.com/xe-hyundai-santafe-calligraphy-2.5l-turbo-htrac-2024-6418671
Ford Ranger Raptor,2022,"70,000 Km",Nhập khẩu,Bán tải / Pickup,Số tự động,Dầu 2.0 L,Ghi,Đen,5 chỗ,4WD - Dẫn động 4 bánh,889 Triệu,889000000,https://bonbanh.com/xe-ford-ranger-raptor-2.0l-4x4-at-2022-6458692
Kia Sonet Premium,2024,"7,000 Km",Lắp ráp trong nước,SUV,Số tự động,Xăng 1.5 L,Trắng,Đen,5 chỗ,FWD - Dẫn động cầu trước,595 Triệu,595000000,https://bonbanh.com/xe-kia-sonet-premium-1.5-at-2024-6392251
Kia Carnival Signature .2D,2024,"9,000 Km",Lắp ráp trong nước,Van/Minivan,Số tự động,Dầu 2.2 L,Xanh,Nâu,7 chỗ,FWD - Dẫn động cầu trước,1 Tỷ 375 Triệu,1375000000,https://bonbanh.com/xe-kia-carnival-signature-2.2d-2024-6422421
Kia Carnival Signature .2D,2024,"29,000 Km",Lắp ráp trong nước,Van/Minivan,Số tự động,Dầu 2.2 L,Trắng,Nâu,7 chỗ,FWD - Dẫn động cầu trước,1 Tỷ 380 Triệu,1380000000,https://bonbanh.com/xe-kia-carnival-signature-2.2d-2024-6419516
Hyundai SantaFe Đặc biệt HTRAC,2021,"70,000 Km",Lắp ráp trong nước,SUV,Số tự động,Xăng 2.5 L,Trắng,Nâu,7 chỗ,AWD - 4 bánh toàn thời gian,935 Triệu,935000000,https://bonbanh.com/xe-hyundai-santafe-dac-biet-2.5l-htrac-2021-6477609
LandRover Range Rover Autobiography LWB,2014,"80,000 Km",Nhập khẩu,SUV,Số tự động,Xăng 5.0 L,Trắng,Nâu,4 chỗ,AWD - 4 bánh toàn thời gian,2 Tỷ 320 Triệu,2320000000,https://bonbanh.com/xe-landrover-range_rover-autobiography-lwb-5.0-2014-6388351
Mazda CX5 Premium Sport,2023,"38,000 Km",Lắp ráp trong nước,SUV,Số tự động,Xăng 2.0 L,Trắng,Đen,5 chỗ,FWD - Dẫn động cầu trước,785 Triệu,785000000,https://bonbanh.com/xe-mazda-cx5-premium-sport-2.0-at-2023-6484784
Mazda,2018,"79,000 Km",Lắp ráp trong nước,Sedan,Số tự động,Xăng 1.5 L,Xanh,Đen,5 chỗ,FWD - Dẫn động cầu trước,415 Triệu,415000000,https://bonbanh.com/xe-mazda-3-1.5-at-2018-6485103
Mazda Sport Luxury,2022,"32,000 Km",Lắp ráp trong nước,Hatchback,Số tự động,Xăng 1.5 L,Đỏ,Đen,5 chỗ,FWD - Dẫn động cầu trước,570 Triệu,570000000,https://bonbanh.com/xe-mazda-3-1.5l-sport-luxury-2022-6372953
VinFast VF5 Plus,2024,"1,000 Km",Lắp ráp trong nước,SUV,Số tự động,Điện,Hồng,Đen,5 chỗ,FWD - Dẫn động cầu trước,450 Triệu,450000000,https://bonbanh.com/xe-vinfast-vf5-plus-2024-6483037
BMW X7 xDrive40i M Sport,2022,"30,000 Km",Nhập khẩu,SUV,Số tự động,Xăng 3.0 L,Đen,Đen,7 chỗ,AWD - 4 bánh toàn thời gian,4 Tỷ 296 Triệu,4296000000,https://bonbanh.com/xe-bmw-x7-xdrive40i-m-sport-2022-6309781
Mazda CX5 Deluxe,2022,"40,000 Km",Lắp ráp trong nước,SUV,Số tự động,Xăng 2.0 L,Đỏ,Đen,5 chỗ,FWD - Dẫn động cầu trước,669 Triệu,669000000,https://bonbanh.com/xe-mazda-cx5-deluxe-2.0-at-2022-6485619
Kia Sedona Luxury,2021,"80,000 Km",Lắp ráp trong nước,Van/Minivan,Số tự động,Dầu 2.2 L,Đen,Kem,7 chỗ,FWD - Dẫn động cầu trước,870 Triệu,870000000,https://bonbanh.com/xe-kia-sedona-luxury-2021-6485614
LandRover Range Rover Vogue LWB I6,2019,"70,000 Km",Nhập khẩu,SUV,Số tự động,Xăng 3.0 L,Trắng,Đen,5 chỗ,AWD - 4 bánh toàn thời gian,5 Tỷ 199 Triệu,5199000000,https://bonbanh.com/xe-landrover-range_rover-vogue-lwb-3.0-i6-2019-6378786
Porsche Panamera Executive,2023,"14,000 Km",Nhập khẩu,Sedan,Số tự động,Xăng 2.9 L,Trắng,Nâu,4 chỗ,RFD - Dẫn động cầu sau,6 Tỷ 479 Triệu,6479000000,https://bonbanh.com/xe-porsche-panamera-4-executive-2023-6403145
Honda CRV,2013,"130,000 Km",Lắp ráp trong nước,SUV,Số tự động,Xăng 2.0 L,Xanh,Kem,5 chỗ,FWD - Dẫn động cầu trước,399 Triệu,399000000,https://bonbanh.com/xe-honda-crv-2.0-at-2013-6300571
Honda City .5TOP,2020,"60,000 Km",Lắp ráp trong nước,Sedan,Số tự động,Xăng 1.5 L,Đỏ,Đen,5 chỗ,FWD - Dẫn động cầu trước,425 Triệu,425000000,https://bonbanh.com/xe-honda-city-1.5top-2020-6221016
Mercedes Benz GLC 4Matic,2021,"64,000 Km",Lắp ráp trong nước,SUV,Số tự động,Xăng 2.0 L,Đen,Kem,5 chỗ,AWD - 4 bánh toàn thời gian,1 Tỷ 380 Triệu,1380000000,https://bonbanh.com/xe-mercedes_benz-glc-200-4matic-2021-6250203
Nissan Almera VL Cao cấp,2021,"70,000 Km",Nhập khẩu,Sedan,Số tự động,Xăng 1.0 L,Cam,Đen,5 chỗ,FWD - Dẫn động cầu trước,385 Triệu,385000000,https://bonbanh.com/xe-nissan-almera-vl-1.0-cvt-cao-cap-2021-6438960
Kia Carnival Signature .2D,2023,"46,000 Km",Lắp ráp trong nước,Van/Minivan,Số tự động,Dầu 2.2 L,Trắng,Nâu,7 chỗ,FWD - Dẫn động cầu trước,1 Tỷ 285 Triệu,1285000000,https://bonbanh.com/xe-kia-carnival-signature-2.2d-2023-6473429
Mazda Sport Luxury,2019,"89,000 Km",Nhập khẩu,Hatchback,Số tự động,Xăng 1.5 L,Đỏ,Đen,5 chỗ,FWD - Dẫn động cầu trước,368 Triệu,368000000,https://bonbanh.com/xe-mazda-2-sport-luxury-2019-6331157
Kia Carens S SX,2014,0 Km,Lắp ráp trong nước,Crossover,Số tự động,Xăng 2.0 L,Cát,Đen,7 chỗ,FWD - Dẫn động cầu trước,295 Triệu,295000000,https://bonbanh.com/xe-kia-carens-s-sx-2.0-at-2014-6471455
Ford Everest Platinum,2025,"5,000 Km",Nhập khẩu,SUV,Số tự động,Dầu 2.0 L,Trắng,Đen,7 chỗ,4WD - Dẫn động 4 bánh,1 Tỷ 610 Triệu,1610000000,https://bonbanh.com/xe-ford-everest-platinum-2.0l-4x4-at-2025-6479179
Lexus RX,2022,"60,000 Km",Nhập khẩu,SUV,Số tự động,Xăng 2.0 L,Xanh,Nâu,5 chỗ,AWD - 4 bánh toàn thời gian,2 Tỷ 800 Triệu,2800000000,https://bonbanh.com/xe-lexus-rx-300-2022-6457073
Hyundai SantaFe,2017,"96,000 Km",Lắp ráp trong nước,SUV,Số tự động,Xăng 2.4 L,Đen,Xám,7 chỗ,4WD - Dẫn động 4 bánh,588 Triệu,588000000,https://bonbanh.com/xe-hyundai-santafe-2.4l-4wd-2017-6481187
