name,brand,price,url,year,origin,transmission,body_type,engine,drive,mileage_km,seats,doors,exterior_color,interior_color,condition
Kia Carnival Signature .2D,Kia,1 Tỷ 190 Triệu,https://bonbanh.com/xe-kia-carnival-signature-2.2d-2022-6484984,2022,Lắp ráp trong nước,Số tự động,Van/Minivan,Dầu 2.2 L,FWD - Dẫn động cầu trước,17000,7,5,Đỏ,-,Xe đã dùng
Kia Sorento DATH,Kia,490 Triệu,https://bonbanh.com/xe-kia-sorento-dath-2015-6384700,2015,Lắp ráp trong nước,Số tự động,SUV,Dầu 2.2 L,FWD - Dẫn động cầu trước,99000,7,5,Đen,Đen,Xe đã dùng
Ford Explorer Limited EcoBoost,Ford,1 Tỷ 50 Triệu,https://bonbanh.com/xe-ford-explorer-limited-2.3l-ecoboost-2019-6483656,2019,Nhập khẩu,Số tự động,SUV,Xăng 2.3 L,AWD - 4 bánh toàn thời gian,79000,7,5,Trắng,Trắng,Xe đã dùng
Mercedes Benz S class S450 4Matic Luxury,Mercedes,4 Tỷ 699 Triệu,https://bonbanh.com/xe-mercedes_benz-s_class-s450-4matic-luxury-2022-5318468,2022,Nhập khẩu,Số tự động,Sedan,Xăng 3.0 L,AWD - 4 bánh toàn thời gian,20,5,4,Đen,Đen,Xe đã dùng
Mercedes Benz GLC 4Matic,Mercedes,785 Triệu,https://bonbanh.com/xe-mercedes_benz-glc-250-4matic-2017-6484980,2017,Lắp ráp trong nước,Số tự động,SUV,Xăng 2.0 L,AWD - 4 bánh toàn thời gian,90000,5,5,Đen,Kem,Xe đã dùng
Kia Sorento GAT,Kia,465 Triệu,https://bonbanh.com/xe-kia-sorento-gat-2017-6484965,2017,Lắp ráp trong nước,Số tự động,SUV,Xăng 2.4 L,FWD - Dẫn động cầu trước,79000,7,5,Trắng,Nhiều màu,Xe đã dùng
BMW Series 320i Sport Line,BMW,1 Tỷ 445 Triệu,https://bonbanh.com/xe-bmw-3_series-320i-sport-line-2024-6484964,2024,Lắp ráp trong nước,Số tự động,Sedan,Xăng 2.0 L,RFD - Dẫn động cầu sau,16000,5,4,Trắng,Nâu,Xe đã dùng
Kia Carnival Premium .2D 8S,Kia,1 Tỷ 468 Triệu,https://bonbanh.com/xe-kia-carnival-premium-2.2d-8s-2025-6467896,2025,Lắp ráp trong nước,Số tự động,Van/Minivan,Dầu 2.2 L,FWD - Dẫn động cầu trước,4000,8,5,Trắng,Xám,Xe đã dùng
Mazda Deluxe,Mazda,529 Triệu,https://bonbanh.com/xe-mazda-3-1.5l-deluxe-2021-6467857,2021,Lắp ráp trong nước,Số tự động,Sedan,Xăng 1.5 L,FWD - Dẫn động cầu trước,24000,5,4,Xanh,Đen,Xe đã dùng
Mazda CX3 Deluxe,Mazda,579 Triệu,https://bonbanh.com/xe-mazda-cx3-deluxe-1.5-at-2025-6478038,2025,Nhập khẩu,Số tự động,Crossover,Xăng 1.5 L,FWD - Dẫn động cầu trước,5000,5,5,Đỏ,Đen,Xe đã dùng
Kia Cerato Luxury,Kia,488 Triệu,https://bonbanh.com/xe-kia-cerato-1.6-at-luxury-2020-6481287,2020,Lắp ráp trong nước,Số tự động,Sedan,Xăng 1.6 L,FWD - Dẫn động cầu trước,82000,5,4,Trắng,Kem,Xe đã dùng
Kia K3 Premium,Kia,579 Triệu,https://bonbanh.com/xe-kia-k3-premium-2.0-at-2022-6472894,2022,Lắp ráp trong nước,Số tự động,Sedan,Xăng 2.0 L,FWD - Dẫn động cầu trước,36000,5,4,Đỏ,Nhiều màu,Xe đã dùng
Ford Ranger Wildtrak,Ford,575 Triệu,https://bonbanh.com/xe-ford-ranger-wildtrak-2.0l-4x4-at-2018-6484948,2018,Nhập khẩu,Số tự động,Bán tải / Pickup,Dầu 2.0 L,4WD - Dẫn động 4 bánh,120000,5,4,Trắng,Đen,Xe đã dùng
VinFast VF8 Eco,Vinfast,610 Triệu,https://bonbanh.com/xe-vinfast-vf8-eco-awd-2022-6442294,2022,Lắp ráp trong nước,Số tự động,SUV,Điện,AWD - 4 bánh toàn thời gian,43000,5,5,Trắng,Đen,Xe đã dùng
Mercedes Benz GLS 4Matic,Mercedes,1 Tỷ 570 Triệu,https://bonbanh.com/xe-mercedes_benz-gls-400-4matic-2016-6372922,2016,Nhập khẩu,Số tự động,SUV,Xăng 3.0 L,AWD - 4 bánh toàn thời gian,85000,7,5,Trắng,Đen,Xe đã dùng
Lexus LX,Lexus,3 Tỷ 190 Triệu,https://bonbanh.com/xe-lexus-lx-570-2015-6468388,2015,Nhập khẩu,Số tự động,SUV,Xăng 5.7 L,AWD - 4 bánh toàn thời gian,110000,7,5,Đen,Nâu,Xe đã dùng
Hyundai SantaFe Prestige HTRAC,Hyundai,1 Tỷ 99 Triệu,https://bonbanh.com/xe-hyundai-santafe-prestige-2.5l-htrac-2024-6468090,2024,Lắp ráp trong nước,Số tự động,SUV,Xăng 2.5 L,AWD - 4 bánh toàn thời gian,15000,7,5,Trắng,Đen,Xe đã dùng
Porsche Macan,Porsche,1 Tỷ 690 Triệu,https://bonbanh.com/xe-porsche-macan-2.0-2017-6366327,2017,Nhập khẩu,Số tự động,SUV,Xăng 2.0 L,AWD - 4 bánh toàn thời gian,69000,5,5,Đen,Đỏ,Xe đã dùng
Porsche Panamera V6,Porsche,1 Tỷ 590 Triệu,https://bonbanh.com/xe-porsche-panamera-3.6-v6-2015-6464825,2015,Nhập khẩu,Số tự động,Sedan,Xăng 3.6 L,RFD - Dẫn động cầu sau,48000,4,4,Trắng,Kem,Xe đã dùng
Hyundai SantaFe Prestige HTRAC,Hyundai,1 Tỷ 99 Triệu,https://bonbanh.com/xe-hyundai-santafe-prestige-2.5l-htrac-2024-6470990,2024,Lắp ráp trong nước,Số tự động,SUV,Xăng 2.5 L,AWD - 4 bánh toàn thời gian,15000,7,5,Trắng,Đen,Xe đã dùng
Peugeot,Peugeot,610 Triệu,https://bonbanh.com/xe-peugeot-5008-1.6-at-2018-6484933,2018,Lắp ráp trong nước,Số tự động,SUV,Xăng 1.6 L,FWD - Dẫn động cầu trước,80000,7,5,Trắng,Đen,Xe đã dùng
Toyota Vios .5E,Toyota,188 Triệu,https://bonbanh.com/xe-toyota-vios-1.5e-2011-6371882,2011,Lắp ráp trong nước,Số tay,Sedan,Xăng 1.5 L,FWD - Dẫn động cầu trước,0,5,4,Bạc,Kem,Xe đã dùng
Volvo XC60 T5,Volvo,570 Triệu,https://bonbanh.com/xe-volvo-xc60-t5-2014-6440243,2014,Nhập khẩu,Số tự động,SUV,Xăng 2.0 L,FWD - Dẫn động cầu trước,50000,5,5,Bạc,Nâu,Xe đã dùng
Toyota Yaris Cross HEV,Toyota,655 Triệu,https://bonbanh.com/xe-toyota-yaris-cross-hev-1.5-cvt-2023-6484918,2023,Nhập khẩu,Số tự động,SUV,Hybrid 1.5 L,FWD - Dẫn động cầu trước,50000,5,5,Trắng,Trắng,Xe đã dùng
VinFast VF8 Plus,Vinfast,835 Triệu,https://bonbanh.com/xe-vinfast-vf8-plus-2023-6393301,2023,Lắp ráp trong nước,Số tự động,SUV,Điện 0.2 L,AWD - 4 bánh toàn thời gian,0,5,5,Đen,Đen,Xe đã dùng
Kia Carnival Signature .2D,Kia,1 Tỷ 165 Triệu,https://bonbanh.com/xe-kia-carnival-signature-2.2d-2022-6484908,2022,Lắp ráp trong nước,Số tự động,Van/Minivan,Dầu 2.2 L,FWD - Dẫn động cầu trước,58000,7,5,Trắng,-,Xe đã dùng
VinFast VF8 Plus,Vinfast,860 Triệu,https://bonbanh.com/xe-vinfast-vf8-plus-awd-2023-6482038,2023,Lắp ráp trong nước,Số tự động,SUV,Điện,AWD - 4 bánh toàn thời gian,50000,5,5,Đen,Kem,Xe đã dùng
VinFast VF8 Plus,Vinfast,870 Triệu,https://bonbanh.com/xe-vinfast-vf8-plus-awd-2023-6482033,2023,Lắp ráp trong nước,Số tự động,SUV,Điện,AWD - 4 bánh toàn thời gian,49000,5,5,Trắng,Xanh,Xe đã dùng
VinFast VF8 Plus,Vinfast,860 Triệu,https://bonbanh.com/xe-vinfast-vf8-plus-awd-2023-6482026,2023,Lắp ráp trong nước,Số tự động,SUV,Điện,AWD - 4 bánh toàn thời gian,40000,5,5,Đen,Đen,Xe đã dùng
Kia Cerato Luxury,Kia,450 Triệu,https://bonbanh.com/xe-kia-cerato-1.6-at-luxury-2019-6484891,2019,Lắp ráp trong nước,Số tự động,Sedan,Xăng 1.6 L,FWD - Dẫn động cầu trước,72000,5,4,Trắng,Kem,Xe đã dùng
VinFast VF8 Eco,Vinfast,690 Triệu,https://bonbanh.com/xe-vinfast-vf8-eco-2023-6389828,2023,Lắp ráp trong nước,Số tự động,SUV,Điện 0.2 L,AWD - 4 bánh toàn thời gian,43000,5,5,Đen,Đen,Xe đã dùng
Toyota Raize G,Toyota,525 Triệu,https://bonbanh.com/xe-toyota-raize-g-1.0-cvt-2024-6362896,2024,Nhập khẩu,Số tự động,SUV,Xăng 1.0 L,FWD - Dẫn động cầu trước,12340,5,5,Trắng,Ghi,Xe đã dùng
Mazda,Mazda,325 Triệu,https://bonbanh.com/xe-mazda-2-1.5-at-2018-6484862,2018,Lắp ráp trong nước,Số tự động,Sedan,Xăng 1.5 L,FWD - Dẫn động cầu trước,76000,5,4,Xanh,Đen,Xe đã dùng
Mercedes Benz S class S400L,Mercedes,1 Tỷ 399 Triệu,https://bonbanh.com/xe-mercedes_benz-s_class-s400l-2017-6351980,2017,Lắp ráp trong nước,Số tự động,Sedan,Xăng 3.0 L,RFD - Dẫn động cầu sau,67000,5,4,Xanh,Kem,Xe đã dùng
Toyota Innova .0G,Toyota,485 Triệu,https://bonbanh.com/xe-toyota-innova-2.0g-2018-6482848,2018,Lắp ráp trong nước,Số tự động,Crossover,Xăng 2.0 L,RFD - Dẫn động cầu sau,120000,8,5,Đồng,Nâu,Xe đã dùng
Ford Everest,Ford,128 Triệu,https://bonbanh.com/xe-ford-everest-2.5l-4x2-mt-2006-6318854,2006,Lắp ráp trong nước,Số tay,SUV,Dầu 2.5 L,RFD - Dẫn động cầu sau,18000,7,5,Đen,Nhiều màu,Xe đã dùng
Mercedes Benz GLC 4Matic,Mercedes,1 Tỷ 750 Triệu,https://bonbanh.com/xe-mercedes_benz-glc-300-4matic-2022-6478429,2022,Lắp ráp trong nước,Số tự động,SUV,Xăng 2.0 L,AWD - 4 bánh toàn thời gian,42000,5,5,Trắng,Nâu,Xe đã dùng
Ford Transit Tiêu chuẩn,Ford,725 Triệu,https://bonbanh.com/xe-ford-transit-tieu-chuan-2024-6465116,2024,Lắp ráp trong nước,Số tay,Van/Minivan,Dầu 2.2 L,RFD - Dẫn động cầu sau,18000,16,5,Đen,Ghi,Xe đã dùng
Nissan Navara EL Premium R,Nissan,395 Triệu,https://bonbanh.com/xe-nissan-navara-el-premium-r-2018-6437437,2018,Nhập khẩu,Số tự động,Bán tải / Pickup,Dầu 2.5 L,RFD - Dẫn động cầu sau,14000,5,4,Trắng,Kem,Xe đã dùng
Chevrolet Spark LT,Chevrolet,68 Triệu,https://bonbanh.com/xe-chevrolet-spark-lt-0.8-mt-2011-6382639,2011,Lắp ráp trong nước,Số tay,Hatchback,Xăng 0.8 L,FWD - Dẫn động cầu trước,0,5,5,Trắng,Ghi,Xe đã dùng
Ford Ranger XLS,Ford,485 Triệu,https://bonbanh.com/xe-ford-ranger-xls-2.2l-4x2-at-2019-6484849,2019,Nhập khẩu,Số tự động,Bán tải / Pickup,Dầu 2.2 L,RFD - Dẫn động cầu sau,120000,5,4,Đen,Nhiều màu,Xe đã dùng
VinFast VF8 Eco,Vinfast,710 Triệu,https://bonbanh.com/xe-vinfast-vf8-eco-awd-2023-6418711,2023,Lắp ráp trong nước,Số tự động,SUV,Điện,AWD - 4 bánh toàn thời gian,30000,5,5,Đen,Đen,Xe đã dùng
Mercedes Benz E class E250,Mercedes,495 Triệu,https://bonbanh.com/xe-mercedes_benz-e_class-e250-2014-6483722,2014,Lắp ráp trong nước,Số tự động,Sedan,Xăng 2.0 L,RFD - Dẫn động cầu sau,185000,5,4,Trắng,Nâu,Xe đã dùng
LandRover Range Rover HSE V6,Range Rover,4 Tỷ 686 Triệu,https://bonbanh.com/xe-landrover-range_rover-hse-3.0-v6-2019-5910960,2019,Nhập khẩu,Số tự động,SUV,Xăng 3.0 L,AWD - 4 bánh toàn thời gian,47000,5,5,Đen,Kem,Xe đã dùng
Mercedes Benz V class V250 Luxury,Mercedes,1 Tỷ 699 Triệu,https://bonbanh.com/xe-mercedes_benz-v_class-v250-luxury-2021-6429297,2021,Nhập khẩu,Số tự động,Van/Minivan,Xăng 2.0 L,RFD - Dẫn động cầu sau,76767,7,5,Đen,Đen,Xe đã dùng
Mercedes Benz GLC 4Matic,Mercedes,2 Tỷ 379 Triệu,https://bonbanh.com/xe-mercedes_benz-glc-300-4matic-2024-6452430,2024,Lắp ráp trong nước,Số tự động,SUV,Hybrid 2.0 L,AWD - 4 bánh toàn thời gian,6000,5,5,Trắng,Nâu,Xe đã dùng
Mitsubishi Outlander Premium,Mitsubishi,700 Triệu,https://bonbanh.com/xe-mitsubishi-outlander-premium-2.0-cvt-2021-6484800,2021,Lắp ráp trong nước,Số tự động,SUV,Xăng 2.0 L,FWD - Dẫn động cầu trước,45000,7,5,Trắng,Đen,Xe đã dùng
Hyundai Tucson ATH,Hyundai,639 Triệu,https://bonbanh.com/xe-hyundai-tucson-2.0-ath-2019-6482682,2019,Lắp ráp trong nước,Số tự động,Crossover,Xăng 2.0 L,FWD - Dẫn động cầu trước,90000,5,5,Đen,Kem,Xe đã dùng
Kia Carnival Signature .5G,Kia,1 Tỷ 160 Triệu,https://bonbanh.com/xe-kia-carnival-signature-3.5g-2022-6483621,2022,Lắp ráp trong nước,Số tự động,Van/Minivan,Xăng 3.5 L,FWD - Dẫn động cầu trước,79000,7,5,Trắng,Nâu,Xe đã dùng
Ford Ranger Wildtrak,Ford,565 Triệu,https://bonbanh.com/xe-ford-ranger-wildtrak-2.0l-4x4-at-2018-6484813,2018,Nhập khẩu,Số tự động,Bán tải / Pickup,Dầu 2.0 L,4WD - Dẫn động 4 bánh,88000,5,4,Đồng,Đen,Xe đã dùng
Mazda CX5 Signature Premium,Mazda,650 Triệu,https://bonbanh.com/xe-mazda-cx5-2.5-signature-premium-2wd-2019-6477239,2019,Lắp ráp trong nước,Số tự động,SUV,Xăng 2.5 L,FWD - Dẫn động cầu trước,94057,5,5,Trắng,Đen,Xe đã dùng
Mini Cooper S 5Dr,Mini,750 Triệu,https://bonbanh.com/xe-mini-cooper-s-5dr-2016-6476053,2016,Nhập khẩu,Số tự động,Hatchback,Xăng 2.0 L,FWD - Dẫn động cầu trước,87000,5,5,Xanh,Đen,Xe đã dùng
Mercedes Benz E class E300 AMG,Mercedes,1 Tỷ 285 Triệu,https://bonbanh.com/xe-mercedes_benz-e_class-e300-amg-2020-6373805,2020,Lắp ráp trong nước,Số tự động,Sedan,Xăng 2.0 L,RFD - Dẫn động cầu sau,45000,5,4,Trắng,Đen,Xe đã dùng
LandRover Range Rover HSE,Range Rover,1 Tỷ 950 Triệu,https://bonbanh.com/xe-landrover-range_rover-hse-3.0-2015-6323710,2015,Nhập khẩu,Số tự động,SUV,Xăng 3.0 L,AWD - 4 bánh toàn thời gian,0,5,5,Trắng,Nâu,Xe đã dùng
Mercedes Benz S class S400L,Mercedes,1 Tỷ 190 Triệu,https://bonbanh.com/xe-mercedes_benz-s_class-s400l-2016-6483719,2016,Lắp ráp trong nước,Số tự động,Sedan,Xăng 3.0 L,RFD - Dẫn động cầu sau,0,5,4,Đen,Kem,Xe đã dùng
Mercedes Benz C class C200,Mercedes,550 Triệu,https://bonbanh.com/xe-mercedes_benz-c_class-c200-2015-6484795,2015,Lắp ráp trong nước,Số tự động,Sedan,Xăng 2.0 L,RFD - Dẫn động cầu sau,74000,5,4,Trắng,Đen,Xe đã dùng
Honda Civic G,Honda,509 Triệu,https://bonbanh.com/xe-honda-civic-g-1.8-at-2020-6425135,2020,Nhập khẩu,Số tự động,Sedan,Xăng 1.8 L,FWD - Dẫn động cầu trước,90000,5,4,Xanh,Đen,Xe đã dùng
Kia Carnival Signature .2D,Kia,1 Tỷ 150 Triệu,https://bonbanh.com/xe-kia-carnival-signature-2.2d-2022-6435528,2022,Lắp ráp trong nước,Số tự động,Van/Minivan,Dầu 2.2 L,FWD - Dẫn động cầu trước,90000,7,5,Xanh,Nâu,Xe đã dùng
Ford Everest Ambiente,Ford,1 Tỷ 100 Triệu,https://bonbanh.com/xe-ford-everest-ambiente-2.0l-4x2-at-2025-6464938,2025,Nhập khẩu,Số tự động,SUV,Dầu 2.0 L,RFD - Dẫn động cầu sau,1800,7,5,Trắng,Đen,Xe đã dùng
Mercedes Benz E class E200,Mercedes,490 Triệu,https://bonbanh.com/xe-mercedes_benz-e_class-e200-2015-6403359,2015,Lắp ráp trong nước,Số tự động,Sedan,Xăng 2.0 L,RFD - Dẫn động cầu sau,110000,5,4,Xanh,Kem,Xe đã dùng
Mercedes Benz S class S500L,Mercedes,1 Tỷ 250 Triệu,https://bonbanh.com/xe-mercedes_benz-s_class-s500l-2014-6403373,2014,Lắp ráp trong nước,Số tự động,Sedan,Xăng 4.7 L,RFD - Dẫn động cầu sau,100000,5,4,Trắng,Đen,Xe đã dùng
Mercedes Benz C class C300 AMG,Mercedes,640 Triệu,https://bonbanh.com/xe-mercedes_benz-c_class-c300-amg-2015-6360466,2015,Lắp ráp trong nước,Số tự động,Sedan,Xăng 2.0 L,RFD - Dẫn động cầu sau,100000,5,4,Trắng,Trắng,Xe đã dùng
Toyota Corolla Cross .8V,Toyota,705 Triệu,https://bonbanh.com/xe-toyota-corolla_cross-1.8v-2022-6451110,2022,Nhập khẩu,Số tự động,SUV,Xăng 1.8 L,FWD - Dẫn động cầu trước,40000,5,5,Đen,Nâu,Xe đã dùng
Nissan X trail V Series SL,Nissan,565 Triệu,https://bonbanh.com/xe-nissan-x_trail-v-series-2.0-sl-2wd-2019-6484743,2019,Lắp ráp trong nước,Số tự động,SUV,Xăng 2.0 L,FWD - Dẫn động cầu trước,75000,7,5,Xanh,Đen,Xe đã dùng
Ford Everest Titanium,Ford,1 Tỷ 320 Triệu,https://bonbanh.com/xe-ford-everest-titanium-2.0l-4x2-at-2025-6484748,2025,Nhập khẩu,Số tự động,SUV,Dầu 2.0 L,RFD - Dẫn động cầu sau,6000,7,5,Đen,Đen,Xe đã dùng
Hyundai SantaFe Tiêu chuẩn,Hyundai,949 Triệu,https://bonbanh.com/xe-hyundai-santafe-tieu-chuan-2.2l-2021-6446769,2021,Lắp ráp trong nước,Số tự động,SUV,Dầu 2.2 L,FWD - Dẫn động cầu trước,63000,7,5,Trắng,Nâu,Xe đã dùng
Hyundai Accent Cao cấp,Hyundai,528 Triệu,https://bonbanh.com/xe-hyundai-accent-cao-cap-1.5-at-2024-6454623,2024,Lắp ráp trong nước,Số tự động,Sedan,Xăng 1.5 L,FWD - Dẫn động cầu trước,6000,5,4,Trắng,Đen,Xe đã dùng
Hyundai Elantra,Hyundai,525 Triệu,https://bonbanh.com/xe-hyundai-elantra-2.0-at-2021-6284552,2021,Lắp ráp trong nước,Số tự động,Sedan,Xăng 2.0 L,FWD - Dẫn động cầu trước,15000,5,4,Đỏ,Kem,Xe đã dùng
Kia Sonet Premium,Kia,599 Triệu,https://bonbanh.com/xe-kia-sonet-premium-1.5-at-2024-6460664,2024,Lắp ráp trong nước,Số tự động,SUV,Xăng 1.5 L,FWD - Dẫn động cầu trước,17000,5,5,Trắng,Đen,Xe đã dùng
Mazda Luxury,Mazda,549 Triệu,https://bonbanh.com/xe-mazda-3-1.5l-luxury-2021-6345527,2021,Lắp ráp trong nước,Số tự động,Sedan,Xăng 1.5 L,FWD - Dẫn động cầu trước,69000,5,4,Xanh,Đen,Xe đã dùng
Mazda Deluxe,Mazda,509 Triệu,https://bonbanh.com/xe-mazda-3-1.5l-deluxe-2020-6470138,2020,Lắp ráp trong nước,Số tự động,Sedan,Xăng 1.5 L,FWD - Dẫn động cầu trước,51000,5,4,Đỏ,Đen,Xe đã dùng
Kia Seltos GT Line,Kia,710 Triệu,https://bonbanh.com/xe-kia-seltos-gt-line-1.4-at-2024-6484733,2024,Lắp ráp trong nước,Số tự động,Crossover,Xăng 1.4 L,FWD - Dẫn động cầu trước,12000,5,5,Đỏ,Đen,Xe đã dùng
Ford EcoSport Titanium,Ford,299 Triệu,https://bonbanh.com/xe-ford-ecosport-titanium-1.5l-at-2016-6484729,2016,Lắp ráp trong nước,Số tự động,SUV,Xăng 1.5 L,FWD - Dẫn động cầu trước,90000,5,5,Trắng,Đen,Xe đã dùng
Kia Sorento Signature,Kia,1 Tỷ 195 Triệu,https://bonbanh.com/xe-kia-sorento-signature-2.2-at-awd-2024-6484730,2024,Lắp ráp trong nước,Số tự động,SUV,Dầu 2.2 L,AWD - 4 bánh toàn thời gian,5000,6,5,Trắng,Kem,Xe đã dùng
Mazda CX5 Premium,Mazda,709 Triệu,https://bonbanh.com/xe-mazda-cx5-2.0-premium-2020-6229507,2020,Lắp ráp trong nước,Số tự động,SUV,Xăng 2.0 L,FWD - Dẫn động cầu trước,35000,5,5,Trắng,Đen,Xe đã dùng
Ford EcoSport Titanium,Ford,382 Triệu,https://bonbanh.com/xe-ford-ecosport-titanium-1.5l-at-2018-6447951,2018,Lắp ráp trong nước,Số tự động,SUV,Xăng 1.5 L,FWD - Dẫn động cầu trước,63000,5,5,Trắng,Đen,Xe đã dùng
Mazda CX5 Premium,Mazda,729 Triệu,https://bonbanh.com/xe-mazda-cx5-premium-2.0-at-2022-6304843,2022,Lắp ráp trong nước,Số tự động,SUV,Xăng 2.0 L,FWD - Dẫn động cầu trước,30000,5,5,Xanh,Đen,Xe đã dùng
Honda Jazz V,Honda,343 Triệu,https://bonbanh.com/xe-honda-jazz-v-2018-6398810,2018,Nhập khẩu,Số tự động,Hatchback,Xăng 1.5 L,FWD - Dẫn động cầu trước,79000,5,5,Trắng,Đen,Xe đã dùng
Ford Everest Titanium,Ford,1 Tỷ 159 Triệu,https://bonbanh.com/xe-ford-everest-titanium-2.0l-4x2-at-2022-6460580,2022,Nhập khẩu,Số tự động,SUV,Dầu 2.0 L,RFD - Dẫn động cầu sau,33000,7,5,Trắng,Đen,Xe đã dùng
Hyundai Tucson ATH,Hyundai,565 Triệu,https://bonbanh.com/xe-hyundai-tucson-2.0-ath-2016-6469216,2016,Nhập khẩu,Số tự động,Crossover,Xăng 2.0 L,FWD - Dẫn động cầu trước,99000,5,5,Đen,Kem,Xe đã dùng
Toyota Raize G,Toyota,509 Triệu,https://bonbanh.com/xe-toyota-raize-g-1.0-cvt-2024-6432568,2024,Nhập khẩu,Số tự động,SUV,Xăng 1.0 L,FWD - Dẫn động cầu trước,8900,5,5,Đen,Nhiều màu,Xe đã dùng
Mazda Luxury,Mazda,539 Triệu,https://bonbanh.com/xe-mazda-3-1.5l-luxury-2020-6395993,2020,Lắp ráp trong nước,Số tự động,Sedan,Xăng 1.5 L,FWD - Dẫn động cầu trước,38000,5,4,Xanh,Đen,Xe đã dùng
Kia K3 Luxury,Kia,575 Triệu,https://bonbanh.com/xe-kia-k3-luxury-1.6-at-2024-6369348,2024,Lắp ráp trong nước,Số tự động,Sedan,Xăng 1.6 L,FWD - Dẫn động cầu trước,31000,5,4,Xanh,Nhiều màu,Xe đã dùng
Mazda Premium,Mazda,618 Triệu,https://bonbanh.com/xe-mazda-6-premium-2.0-at-2020-6464502,2020,Lắp ráp trong nước,Số tự động,Sedan,Xăng 2.0 L,FWD - Dẫn động cầu trước,30000,5,4,Đỏ,Đen,Xe đã dùng
Kia Sportage Premium .0G,Kia,845 Triệu,https://bonbanh.com/xe-kia-sportage-premium-2.0g-2025-6432517,2025,Lắp ráp trong nước,Số tự động,Crossover,Xăng 2.0 L,FWD - Dẫn động cầu trước,7000,5,5,Xanh,Đen,Xe đã dùng
Mazda CX3 Premium,Mazda,555 Triệu,https://bonbanh.com/xe-mazda-cx3-premium-1.5-at-2022-6443112,2022,Nhập khẩu,Số tự động,Crossover,Xăng 1.5 L,FWD - Dẫn động cầu trước,38000,5,5,Trắng,Đen,Xe đã dùng
Toyota Wigo,Toyota,343 Triệu,https://bonbanh.com/xe-toyota-wigo-1.2-at-2021-6229468,2021,Nhập khẩu,Số tự động,Hatchback,Xăng 1.2 L,FWD - Dẫn động cầu trước,20000,5,5,Đỏ,Đen,Xe đã dùng
Mercedes Benz C class C300 AMG,Mercedes,639 Triệu,https://bonbanh.com/xe-mercedes_benz-c_class-c300-amg-2016-6378245,2016,Lắp ráp trong nước,Số tự động,Sedan,Xăng 2.0 L,RFD - Dẫn động cầu sau,120000,5,4,Đen,Kem,Xe đã dùng
Toyota Wigo,Toyota,345 Triệu,https://bonbanh.com/xe-toyota-wigo-1.2-at-2021-6484699,2021,Nhập khẩu,Số tự động,Hatchback,Xăng 1.2 L,FWD - Dẫn động cầu trước,20000,5,5,Đỏ,-,Xe đã dùng
Toyota Corolla Cross .8G,Toyota,678 Triệu,https://bonbanh.com/xe-toyota-corolla_cross-1.8g-2022-6484695,2022,Nhập khẩu,Số tự động,SUV,Xăng 1.8 L,FWD - Dẫn động cầu trước,29000,5,5,Xanh,Đen,Xe đã dùng
Toyota Camry .5Q,Toyota,475 Triệu,https://bonbanh.com/xe-toyota-camry-2.5q-2014-6451786,2014,Lắp ráp trong nước,Số tự động,Sedan,Xăng 2.5 L,FWD - Dẫn động cầu trước,120000,5,4,Vàng,Đen,Xe đã dùng
Mercedes Benz E class E250,Mercedes,385 Triệu,https://bonbanh.com/xe-mercedes_benz-e_class-e250-2012-6476359,2012,Lắp ráp trong nước,Số tự động,Sedan,Xăng 1.8 L,RFD - Dẫn động cầu sau,120000,5,4,Nâu,Kem,Xe đã dùng
Kia Carnival Premium .2D 7S,Kia,1 Tỷ 150 Triệu,https://bonbanh.com/xe-kia-carnival-premium-2.2d-7s-2023-6373741,2023,Lắp ráp trong nước,Số tự động,Van/Minivan,Dầu 2.2 L,FWD - Dẫn động cầu trước,0,7,5,Đen,Đỏ,Xe đã dùng
VinFast Lux A Tiêu chuẩn,Vinfast,480 Triệu,https://bonbanh.com/xe-vinfast-lux_a_2.0-tieu-chuan-2022-6421759,2022,Lắp ráp trong nước,Số tự động,Sedan,Xăng 2.0 L,RFD - Dẫn động cầu sau,80000,5,4,Đen,Nâu,Xe đã dùng
Ford Everest Titanium,Ford,795 Triệu,https://bonbanh.com/xe-ford-everest-titanium-2.0l-4x2-at-2020-6436128,2020,Nhập khẩu,Số tự động,SUV,Dầu 2.0 L,RFD - Dẫn động cầu sau,80000,7,5,Đỏ,Đen,Xe đã dùng
